date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:48:29	14607/14607	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2019:18:29%20GMT	https://www.tawatechnology.com/terms.php	D:/NPTC/www.tawatechnology.com/terms.html	(from https://www.tawatechnology.com/)
00:48:30	3915/3915	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Feb%202026%2014:17:29%20GMT	https://www.tawatechnology.com/assets/js/main.js	D:/NPTC/www.tawatechnology.com/assets/js/main.js	(from https://www.tawatechnology.com/)
00:48:30	67162/67162	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/PracticalSoftwareDigitalSolutions.webp	D:/NPTC/www.tawatechnology.com/assets/img/PracticalSoftwareDigitalSolutions.webp	(from https://www.tawatechnology.com/software.php)
00:48:30	83/83	---M--	409	error ('Conflict')	text/html	date:Sat,%2021%20Mar%202026%2019:18:30%20GMT	https://www.tawatechnology.com/contact.php	D:/NPTC/www.tawatechnology.com/contact.html	(from https://www.tawatechnology.com/)
00:48:31	65298/65298	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:55%20GMT	https://www.tawatechnology.com/assets/img/advocate_diary_legal_domain.webp	D:/NPTC/www.tawatechnology.com/assets/img/advocate_diary_legal_domain.webp	(from https://www.tawatechnology.com/software.php)
00:48:31	86254/86254	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/MicroFinanceSocietyManagement_finance.webp	D:/NPTC/www.tawatechnology.com/assets/img/MicroFinanceSocietyManagement_finance.webp	(from https://www.tawatechnology.com/software.php)
00:48:31	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Aug%202022%2014:43:04%20GMT	https://www.tawatechnology.com/cotact.php	D:/NPTC/www.tawatechnology.com/cotact.php	(from https://www.tawatechnology.com/software.php)
00:48:32	80240/80240	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:55%20GMT	https://www.tawatechnology.com/assets/img/CustomBusinessApplication_custom_build.webp	D:/NPTC/www.tawatechnology.com/assets/img/CustomBusinessApplication_custom_build.webp	(from https://www.tawatechnology.com/software.php)
00:48:32	106170/106170	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:55%20GMT	https://www.tawatechnology.com/assets/img/Business_process_digitization.webp	D:/NPTC/www.tawatechnology.com/assets/img/Business_process_digitization.webp	(from https://www.tawatechnology.com/software.php)
00:48:32	65718/65718	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/Professional_Services_Website.webp	D:/NPTC/www.tawatechnology.com/assets/img/Professional_Services_Website.webp	(from https://www.tawatechnology.com/software.php)
00:48:33	70674/70674	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/Custom_Workflow_Application.webp	D:/NPTC/www.tawatechnology.com/assets/img/Custom_Workflow_Application.webp	(from https://www.tawatechnology.com/software.php)
00:48:33	71118/71118	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/Domain_Focused_Products.webp	D:/NPTC/www.tawatechnology.com/assets/img/Domain_Focused_Products.webp	(from https://www.tawatechnology.com/products.php)
00:48:37	77606/77606	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:57%20GMT	https://www.tawatechnology.com/assets/img/RealTimeProject.webp	D:/NPTC/www.tawatechnology.com/assets/img/RealTimeProject.webp	(from https://www.tawatechnology.com/training.php)
00:48:37	1872594/1872594	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Feb%202026%2014:25:20%20GMT	https://www.tawatechnology.com/assets/img/advocate_diary_legal_domain.png	D:/NPTC/www.tawatechnology.com/assets/img/advocate_diary_legal_domain.png	(from https://www.tawatechnology.com/products.php)
00:48:37	68486/68486	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:57%20GMT	https://www.tawatechnology.com/assets/img/SQL_PowerBI_Case.webp	D:/NPTC/www.tawatechnology.com/assets/img/SQL_PowerBI_Case.webp	(from https://www.tawatechnology.com/training.php)
00:48:37	74024/74024	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:55%20GMT	https://www.tawatechnology.com/assets/img/CoreJavaMiniProject.webp	D:/NPTC/www.tawatechnology.com/assets/img/CoreJavaMiniProject.webp	(from https://www.tawatechnology.com/training.php)
00:48:37	75744/75744	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:57%20GMT	https://www.tawatechnology.com/assets/img/ResponsiveWebsiteProject.webp	D:/NPTC/www.tawatechnology.com/assets/img/ResponsiveWebsiteProject.webp	(from https://www.tawatechnology.com/training.php)
00:48:38	56734/56734	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:57%20GMT	https://www.tawatechnology.com/assets/img/PrrofThroughOutcomes.webp	D:/NPTC/www.tawatechnology.com/assets/img/PrrofThroughOutcomes.webp	(from https://www.tawatechnology.com/case-studies.php)
00:48:38	58424/58424	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:55%20GMT	https://www.tawatechnology.com/assets/img/Custom_Software.webp	D:/NPTC/www.tawatechnology.com/assets/img/Custom_Software.webp	(from https://www.tawatechnology.com/case-studies.php)
00:48:39	64776/64776	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:55%20GMT	https://www.tawatechnology.com/assets/img/ConversionFocusedBusiness.webp	D:/NPTC/www.tawatechnology.com/assets/img/ConversionFocusedBusiness.webp	(from https://www.tawatechnology.com/case-studies.php)
00:48:39	59342/59342	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/DigitizationRoadmapPhasewiseImplementation.webp	D:/NPTC/www.tawatechnology.com/assets/img/DigitizationRoadmapPhasewiseImplementation.webp	(from https://www.tawatechnology.com/case-studies.php)
00:48:39	74804/74804	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/DomainOrientedystemSetup.webp	D:/NPTC/www.tawatechnology.com/assets/img/DomainOrientedystemSetup.webp	(from https://www.tawatechnology.com/case-studies.php)
00:48:40	78458/78458	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/EmpoweringBusinesses_StudentswithPracticalTechnology.webp	D:/NPTC/www.tawatechnology.com/assets/img/EmpoweringBusinesses_StudentswithPracticalTechnology.webp	(from https://www.tawatechnology.com/about.php)
00:48:40	80444/80444	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/Practical_Guides_Businesses_Learners.webp	D:/NPTC/www.tawatechnology.com/assets/img/Practical_Guides_Businesses_Learners.webp	(from https://www.tawatechnology.com/blog.php)
00:48:41	18804/18804	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2019:18:40%20GMT	https://www.tawatechnology.com/blog-how-to-plan-a-business-website.php	D:/NPTC/www.tawatechnology.com/blog-how-to-plan-a-business-website.html	(from https://www.tawatechnology.com/blog.php)
00:48:41	17364/17364	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202026%2019:18:41%20GMT	https://www.tawatechnology.com/blog-core-java-learning-path.php	D:/NPTC/www.tawatechnology.com/blog-core-java-learning-path.html	(from https://www.tawatechnology.com/blog.php)
00:48:41	55832/55832	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/Digitization_Checklist_Small_Businesses.webp	D:/NPTC/www.tawatechnology.com/assets/img/Digitization_Checklist_Small_Businesses.webp	(from https://www.tawatechnology.com/blog.php)
00:48:42	53694/53694	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:57%20GMT	https://www.tawatechnology.com/assets/img/SEOBasicsforServiceBusinesses.webp	D:/NPTC/www.tawatechnology.com/assets/img/SEOBasicsforServiceBusinesses.webp	(from https://www.tawatechnology.com/blog.php)
00:48:42	68462/68462	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/OOPConceptsExplained.webp	D:/NPTC/www.tawatechnology.com/assets/img/OOPConceptsExplained.webp	(from https://www.tawatechnology.com/blog.php)
00:48:43	55210/55210	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:57%20GMT	https://www.tawatechnology.com/assets/img/SQL_Joins_Practical_Guide.webp	D:/NPTC/www.tawatechnology.com/assets/img/SQL_Joins_Practical_Guide.webp	(from https://www.tawatechnology.com/blog.php)
00:48:43	58962/58962	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:57%20GMT	https://www.tawatechnology.com/assets/img/ResponsiveWebsiteLayoutBasics.webp	D:/NPTC/www.tawatechnology.com/assets/img/ResponsiveWebsiteLayoutBasics.webp	(from https://www.tawatechnology.com/blog.php)
00:48:44	65176/65176	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/ProductvsCustomSoftware.webp	D:/NPTC/www.tawatechnology.com/assets/img/ProductvsCustomSoftware.webp	(from https://www.tawatechnology.com/blog.php)
00:48:44	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Aug%202022%2014:43:04%20GMT	https://www.tawatechnology.com/assets/img/legal-placeholder.jpg	D:/NPTC/www.tawatechnology.com/assets/img/legal-placeholder.jpg	(from https://www.tawatechnology.com/privacy-policy.php)
00:48:45	83318/83318	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:56%20GMT	https://www.tawatechnology.com/assets/img/Plan_a_Business_Website_That_Generates_Leads.webp	D:/NPTC/www.tawatechnology.com/assets/img/Plan_a_Business_Website_That_Generates_Leads.webp	(from https://www.tawatechnology.com/blog-how-to-plan-a-business-website.php)
00:48:45	83/83	---M--	409	error ('Conflict')	text/html	date:Sat,%2021%20Mar%202026%2019:18:44%20GMT	https://www.tawatechnology.com/contact.php	D:/NPTC/www.tawatechnology.com/contact.html	(from https://www.tawatechnology.com/)
00:48:47	90936/90936	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Mar%202026%2004:47:55%20GMT	https://www.tawatechnology.com/assets/img/Core_Java_Learning_Path_Beginner_JobReady.webp	D:/NPTC/www.tawatechnology.com/assets/img/Core_Java_Learning_Path_Beginner_JobReady.webp	(from https://www.tawatechnology.com/blog-core-java-learning-path.php)
